timesteps,mean_return,std_return,mean_steps,mean_displacement,mean_speed,mean_final_x,mean_max_x,mean_obstacles_cleared,mean_obstacle_fraction,success_rate
0,12.072806096383337,0.0,1600.0,0.7500538627986938,0.00046878366424918367,1.2000538627986939,1.2306271546676588,0.0,0.0,0.0
5000,13.725445038251129,0.0,1600.0,0.7600398107806106,0.0004750248817378816,1.2100398107806105,1.2463129429064577,0.0,0.0,0.0
10000,17.51101906887375,0.0,1600.0,0.7341992299310786,0.00045887451870692416,1.1841992299310786,1.2469220778402588,0.0,0.0,0.0
15000,18.155525690151727,0.0,1600.0,0.7558260485126574,0.000472391280320411,1.2058260485126575,1.2627308265267962,0.0,0.0,0.0
20000,14.092981734284436,0.0,1600.0,0.7572682412317131,0.00047329265076982073,1.207268241231713,1.2216245533226284,0.0,0.0,0.0
25000,16.39593273776066,0.0,1600.0,0.7505882565032618,0.0004691176603145387,1.2005882565032617,1.256084187915954,0.0,0.0,0.0
30000,16.38708347111708,0.0,1600.0,0.7340453734056368,0.00045877835837852306,1.1840453734056369,1.2475770026886326,0.0,0.0,0.0
35000,16.11800483734471,0.0,1600.0,0.7199152784173389,0.0004499470490108369,1.169915278417339,1.255658908776016,0.0,0.0,0.0
40000,15.0272513566261,0.0,1600.0,0.743912915176455,0.0004649455719852844,1.193912915176455,1.2540036761948152,0.0,0.0,0.0
45000,17.0938424469002,0.0,1600.0,0.7356759128938574,0.0004597974455586608,1.1856759128938572,1.2476161030275794,0.0,0.0,0.0
50000,14.379363002876431,0.0,1600.0,0.7461516423503781,0.0004663447764689864,1.1961516423503782,1.2533732233913244,0.0,0.0,0.0
55000,17.58383644028891,0.0,1600.0,0.7435440170938148,0.00046471501068363425,1.1935440170938147,1.2594471472005817,0.0,0.0,0.0
60000,15.083031835978689,0.0,1600.0,0.727732872768128,0.00045483304548008,1.177732872768128,1.255311710511504,0.0,0.0,0.0
65000,14.976344657050674,0.0,1600.0,0.6526467627043064,0.0004079042266901915,1.1026467627043064,1.2571944622535955,0.0,0.0,0.0
70000,15.306860799230414,0.0,1600.0,0.7141808419164454,0.00044636302619777845,1.1641808419164454,1.2539694717290497,0.0,0.0,0.0
75000,15.049875483856114,0.0,1600.0,0.7227483983273331,0.00045171774895458316,1.172748398327333,1.2547974830744044,0.0,0.0,0.0
80000,14.61195872386869,1.7763568394002505e-15,1600.0,0.7068703194188831,0.00044179394963680187,1.156870319418883,1.2628334393888436,0.0,0.0,0.0
85000,14.639640357177015,0.0,1600.0,0.6843962953718434,0.0004277476846074022,1.1343962953718434,1.2651362458148045,0.0,0.0,0.0
90000,15.957759083899214,1.7763568394002505e-15,1600.0,0.7800430651267658,0.00048752691570422865,1.2300430651267658,1.2579749465126482,0.0,0.0,0.0
95000,15.068799954429773,1.7763568394002505e-15,1600.0,0.7198118426031511,0.00044988240162696934,1.169811842603151,1.262857695621295,0.0,0.0,0.0
100000,15.746699573904428,0.0,1600.0,0.6620314253476156,0.00041376964084225977,1.1120314253476156,1.2656310461036515,0.0,0.0,0.0
