timesteps,run_count,mean_return,std_return,min_return,max_return,mean_speed,std_speed
0,3,0.00033692862446912014,0.000742193866641152,-0.00044711177476047803,0.0013332981376448227,6.738572489382404e-07,1.4843877332823038e-06
25000,3,0.4507423697659318,0.5329243401610751,0.026160837109828583,1.202301548018622,0.0009014847395318635,0.0010658486803221505
50000,3,2.254230502035782,0.2358703935243592,1.9368182360398598,2.5017586697914798,0.004508461004071564,0.0004717407870487184
75000,3,2.76481645315928,0.1962133797931389,2.4923332195272567,2.94649155054686,0.005529632906318561,0.0003924267595862778
100000,3,2.9597714529139076,0.07483725205369264,2.865392433758414,3.0484383298123645,0.005919542905827815,0.00014967450410738518
100352,3,2.98654389628091,0.08513294335392622,2.8796316593127633,3.087945371745658,0.005973087792561821,0.0001702658867078523
