episode,return,loss
0,0.332059863888215,2.8044815063476562
1,0.25838927143108864,46.85697937011719
2,0.3370799684738995,-2.9217402935028076
3,-0.029940342202338155,-50.01560974121094
4,0.34549945412052213,4.174217224121094
5,0.07303938892398065,-11.754873275756836
6,-0.402683518613728,31.749862670898438
7,-0.10057957865969541,-24.254833221435547
8,0.3121869408776113,40.8262825012207
9,0.3920430327091197,7.792880058288574
10,0.3280136842035733,-4.437108993530273
11,0.3754029990497301,-64.4329833984375
12,0.31089962283057276,23.942651748657227
13,0.3155842026648827,37.23916244506836
14,-0.05006541962476452,45.02613830566406
15,0.05397455968714665,-61.46415328979492
16,-0.02052720995856555,-0.47363853454589844
17,0.3865025161961308,-34.20479965209961
18,0.31641663980905094,0.264737606048584
19,0.2594030440108997,53.145225524902344
20,0.34818220990405097,37.1247673034668
21,0.3287750960127746,20.784847259521484
22,0.31104134950228407,13.408205032348633
23,-0.08469673826801255,6.2920074462890625
24,0.35695161738460196,39.8857421875
25,0.14470359088723367,-43.38617706298828
26,0.3012772538383585,-48.44718933105469
27,0.032403494075729844,-11.321516990661621
28,0.3144736783338676,16.39457893371582
29,0.3104341602162785,63.27725601196289
30,0.12190915045205131,-67.65746307373047
31,0.3354163306935997,10.322498321533203
32,0.28545737042313063,34.4310302734375
33,0.2966595824939902,47.992408752441406
34,0.3646903349703397,15.621281623840332
35,0.3368595738323253,43.8245849609375
36,0.299263948648218,15.833538055419922
37,0.3203803693542822,-8.291118621826172
38,0.3496849422700041,40.444061279296875
39,0.08031189631954944,-14.004905700683594
40,0.3063612698272135,31.211341857910156
41,-0.05608831901743888,-10.785263061523438
42,0.33614288951455457,21.594276428222656
43,-0.03251124765444319,64.615966796875
44,0.28360822557455073,-35.35441970825195
45,0.25467472559206633,-72.84088134765625
46,0.35457633046856635,-5.5086669921875
47,0.32739551325015853,68.9073486328125
48,0.26939570504800286,35.9056510925293
49,0.26870195099439004,-16.088146209716797
50,-0.04152260262973895,43.23598098754883
51,0.29511329985866724,45.352333068847656
52,-0.07632840648807887,-32.19858169555664
53,0.24132607610324813,-1.9771299362182617
54,-0.05977468889644577,13.583974838256836
55,0.29870167998105296,19.49488067626953
56,-0.023639709644764195,6.217628479003906
57,-0.1505256088735541,21.770790100097656
58,0.2851548726383906,-12.854570388793945
59,0.2778657230095926,20.679468154907227
60,0.03465248806379945,-64.58116912841797
61,0.24754560115475993,-25.79836082458496
62,0.05881608327299015,32.96746826171875
63,0.03804244614922769,-91.49675750732422
64,0.29354598502746326,32.62894821166992
65,0.2661827867287701,54.50701904296875
66,0.3113850445588036,15.165621757507324
67,0.3226994496201458,47.63462829589844
68,0.1347576307051881,-35.04505920410156
69,-0.021714188623601083,77.138671875
70,0.26633441057614365,-30.832683563232422
71,0.31785247837195013,-18.84174919128418
72,-0.0677824772693878,-26.14492416381836
73,0.2663417447274628,-2.2240867614746094
74,0.27649773975953146,-26.413429260253906
75,0.3070708350733558,26.502986907958984
76,-0.06799231501386893,-47.956329345703125
77,0.22487836878658302,-83.48451232910156
78,0.3076913455274432,28.754220962524414
79,0.30428482366075044,2.4139673709869385
80,0.259204816129528,-51.38191223144531
81,0.3894710699976453,11.821510314941406
82,0.2674273281758504,-6.123421669006348
83,0.27575326353110746,-56.9437141418457
84,0.32678862797672553,3.0389394760131836
85,0.30773595761878497,33.194122314453125
86,0.21316705272736586,8.063597679138184
87,0.2612257822734951,-1.482457160949707
88,0.21834062873071242,21.487789154052734
89,0.24282494739895127,4.649057865142822
90,0.2603748277573053,-27.341205596923828
91,0.32872065715160387,16.228588104248047
92,0.20721628915426032,8.376367568969727
93,0.2517729977438469,48.830238342285156
94,0.3141431328349556,55.362342834472656
95,0.06309655647907758,5.7994704246521
96,0.2263827046665668,11.961746215820312
97,0.29679447818968546,54.353248596191406
98,0.29040347031697683,-12.727513313293457
99,0.2816039326588025,8.371150016784668
100,0.30209880327661004,41.454498291015625
101,0.2524498801197012,-16.486459732055664
102,0.3331856162598947,-76.14363861083984
103,0.2959384748032858,-0.14662551879882812
104,-0.0035601417286804105,-29.67601203918457
105,0.26690507456107165,7.7398295402526855
106,0.06857298519101546,0.5437806844711304
107,0.2558879069592585,-33.89478302001953
108,-0.01415458519763163,2.1755762100219727
109,0.3224658737619575,-8.269851684570312
110,-0.056894248572499695,-6.24353551864624
111,0.2799871088890277,-0.4401884078979492
112,0.22434311725935757,22.590576171875
113,0.2625846314475378,32.59320831298828
114,0.21065758517809002,-23.08762550354004
115,0.3156689578523521,-17.117130279541016
116,0.22569758246944588,-3.9940271377563477
117,0.2308042069905843,55.725975036621094
118,0.2786824189927301,4.83787727355957
119,0.30357096574459613,30.42233657836914
