group,avg_return,avg_loss
0,0.14631034336631027,5.890166759490967
1,0.1517851471651108,8.99862289428711
2,0.15790865137575033,7.2726640701293945
3,0.14767254201705013,14.913458824157715
4,0.15701594254685836,-7.057615280151367
5,0.15280927013243997,16.370887756347656
6,0.16308023599749133,-5.886882781982422
7,0.1563931945555612,18.7106876373291
8,0.16199073481531706,5.4232940673828125
9,0.16066462802517542,7.962403774261475
10,0.18051096879707135,10.40877914428711
11,0.16603221975272522,4.3213043212890625
12,0.15736866956930196,18.993831634521484
13,0.1791208306587257,4.537222862243652
14,0.16905775367412654,17.1849422454834
15,0.1817373715296411,16.598913192749023
16,0.17700844889280798,6.249994277954102
17,0.1687688038189918,11.034967422485352
18,0.175353134158501,-3.850989818572998
19,0.1751306793779538,18.5701961517334
20,0.19512061879307588,-3.5604424476623535
21,0.17130363797039,12.397387504577637
22,0.1597617832260806,6.911802291870117
23,0.18552602357141007,17.19318962097168
24,0.19088912859087392,-0.24687957763671875
25,0.18027931008861048,17.912900924682617
26,0.21037083144527224,11.76086139678955
27,0.19007164144116845,8.823750495910645
28,0.1862242195678348,15.875476837158203
29,0.1894700606759996,7.4877753257751465
30,0.20361100726623038,8.515435218811035
31,0.19675476282767118,21.807247161865234
32,0.1869358521556867,-19.789104461669922
33,0.20135351009346408,12.002808570861816
34,0.19741471874645275,3.6640381813049316
35,0.20173052004653347,0.3357353210449219
36,0.20469594654061404,20.336803436279297
37,0.21317250118065906,-12.624311447143555
38,0.19962676518648614,39.04810333251953
39,0.2009091550597642,9.546269416809082
40,0.21920228185854945,-3.8162384033203125
41,0.19695884896912083,-10.32290267944336
42,0.20108209235018462,8.065290451049805
43,0.21660820994450056,-1.8799324035644531
44,0.19956487672804746,17.11908721923828
45,0.19769560581400236,14.869930267333984
46,0.20036385478576046,14.104057312011719
47,0.22312475154062555,-7.909191608428955
48,0.2273118255587372,27.818822860717773
49,0.22101332426043577,6.4679436683654785
50,0.23069260566158378,13.489716529846191
51,0.20834993579380223,10.012977600097656
52,0.2262078941002744,6.019219398498535
53,0.23713381051511653,4.3359246253967285
54,0.208168017639267,-13.852594375610352
55,0.23144129625051355,5.382917404174805
56,0.22105545780390073,6.660876750946045
57,0.2157695270115785,15.12662124633789
58,0.2279118416166297,-12.411757469177246
59,0.23444410230616658,10.00506591796875
60,0.24925981763642907,17.069732666015625
61,0.23332359128150354,13.411236763000488
62,0.25693354587565487,-3.1835598945617676
63,0.2198656049394663,-8.632681846618652
64,0.23748416505773706,8.554553031921387
65,0.2515889324221095,-1.172318458557129
66,0.2379726181674477,5.363330841064453
67,0.25920883144224033,25.08652687072754
68,0.21580268376620226,2.25411319732666
69,0.23302470145344983,1.5747661590576172
70,0.24825993919719003,9.062870025634766
71,0.26538163863717124,-2.2006256580352783
72,0.2677740992060078,-17.032175064086914
73,0.23470363705074693,-5.428804397583008
74,0.26703924091101683,11.798232078552246
